央视频道,#genre#
CGTN,http://61.162.52.6:8088/newlive/live/hls/103/live.m3u8$1080p
CGTN西语,http://183.249.78.44:10800/newlive/live/hls/51/live.m3u8$576p
CGTN法语,http://183.249.78.44:10800/newlive/live/hls/52/live.m3u8$576p
中数传媒,#genre#
CHC影迷电影,http://61.162.52.6:8088/newlive/live/hls/62/live.m3u8$1080p
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$1080p
CHC动作电影,http://61.162.52.6:8088/newlive/live/hls/61/live.m3u8$1080p
金鹰纪实,http://221.226.51.220:50081/newlive/live/hls/39/live.m3u8$1080p
卫视频道,#genre#
重庆卫视,http://120.40.39.246:352/newlive/live/hls/36/live.m3u8$1080p
重庆卫视,http://219.147.245.238:25380/newlive/live/hls/30/live.m3u8$1080p
重庆卫视,http://60.13.52.236:65500/newlive/live/hls/37/live.m3u8$576p
重庆卫视,http://183.249.78.44:10800/newlive/live/hls/25/live.m3u8$1080p
重庆卫视,http://61.162.52.6:8088/newlive/live/hls/33/live.m3u8$1080p
重庆卫视,http://221.226.51.220:50081/newlive/live/hls/28/live.m3u8$1080p
江苏卫视,http://120.40.39.246:352/newlive/live/hls/22/live.m3u8$1080p
江苏卫视,http://219.147.245.238:25380/newlive/live/hls/23/live.m3u8$1080p
江苏卫视,http://221.226.51.220:50081/newlive/live/hls/18/live.m3u8$1080p
江苏卫视,http://61.162.52.6:8088/newlive/live/hls/23/live.m3u8$1080p
江苏卫视,http://183.249.78.44:10800/newlive/live/hls/23/live.m3u8$1080p
江苏卫视,http://60.13.52.236:65500/newlive/live/hls/20/live.m3u8$576p
浙江卫视,http://120.40.39.246:352/newlive/live/hls/23/live.m3u8$1080p
浙江卫视,http://60.13.52.236:65500/newlive/live/hls/21/live.m3u8$1080p
浙江卫视,http://221.226.51.220:50081/newlive/live/hls/27/live.m3u8$1080p
浙江卫视,http://61.162.52.6:8088/newlive/live/hls/20/live.m3u8$1080p
浙江卫视,http://219.147.245.238:25380/newlive/live/hls/24/live.m3u8$1080p
浙江卫视,http://183.249.78.44:10800/newlive/live/hls/19/live.m3u8$1080p
东方卫视,http://120.40.39.246:352/newlive/live/hls/20/live.m3u8$1080p
东方卫视,http://183.249.78.44:10800/newlive/live/hls/21/live.m3u8$1080p
东方卫视,http://219.147.245.238:25380/newlive/live/hls/21/live.m3u8$1080p
东方卫视,http://60.13.52.236:65500/newlive/live/hls/18/live.m3u8$576p
东方卫视,http://61.162.52.6:8088/newlive/live/hls/22/live.m3u8$1080p
深圳卫视,http://60.13.52.236:65500/newlive/live/hls/24/live.m3u8$576p
深圳卫视,http://61.162.52.6:8088/newlive/live/hls/26/live.m3u8$1080p
深圳卫视,http://221.226.51.220:50081/newlive/live/hls/32/live.m3u8$1080p
深圳卫视,http://120.40.39.246:352/newlive/live/hls/28/live.m3u8$1080p
深圳卫视,http://183.249.78.44:10800/newlive/live/hls/42/live.m3u8$1080p
深圳卫视,http://219.147.245.238:25380/newlive/live/hls/25/live.m3u8$1080p
北京卫视,http://183.249.78.44:10800/newlive/live/hls/24/live.m3u8$1080p
北京卫视,http://60.13.52.236:65500/newlive/live/hls/22/live.m3u8$576p
北京卫视,http://120.40.39.246:352/newlive/live/hls/37/live.m3u8$1080p
北京卫视,http://219.147.245.238:25380/newlive/live/hls/19/live.m3u8$1080p
北京卫视,http://61.162.52.6:8088/newlive/live/hls/24/live.m3u8$1080p
山东卫视,http://221.226.51.220:50081/newlive/live/hls/34/live.m3u8$1080p
山东卫视,http://183.249.78.44:10800/newlive/live/hls/30/live.m3u8$1080p
山东卫视,http://120.40.39.246:352/newlive/live/hls/26/live.m3u8$1080p
山东卫视,http://60.13.52.236:65500/newlive/live/hls/27/live.m3u8$576p
山东卫视,http://61.162.52.6:8088/newlive/live/hls/18/live.m3u8$1080p
山东卫视,http://219.147.245.238:25380/newlive/live/hls/32/live.m3u8$1080p
天津卫视,http://221.226.51.220:50081/newlive/live/hls/26/live.m3u8$1080p
天津卫视,http://219.147.245.238:25380/newlive/live/hls/29/live.m3u8$1080p
天津卫视,http://61.162.52.6:8088/newlive/live/hls/27/live.m3u8$1080p
天津卫视,http://60.13.52.236:65500/newlive/live/hls/28/live.m3u8$576p
天津卫视,http://183.249.78.44:10800/newlive/live/hls/33/live.m3u8$1080p
天津卫视,http://120.40.39.246:352/newlive/live/hls/32/live.m3u8$1080p
贵州卫视,http://120.40.39.246:352/newlive/live/hls/30/live.m3u8$1080p
贵州卫视,http://221.226.51.220:50081/newlive/live/hls/35/live.m3u8$1080p
贵州卫视,http://60.13.52.236:65500/newlive/live/hls/31/live.m3u8$576p
贵州卫视,http://183.249.78.44:10800/newlive/live/hls/26/live.m3u8$1080p
四川卫视,http://120.40.39.246:352/newlive/live/hls/33/live.m3u8$1080p
四川卫视,http://183.249.78.44:10800/newlive/live/hls/29/live.m3u8$1080p
四川卫视,http://219.147.245.238:25380/newlive/live/hls/39/live.m3u8$1080p
四川卫视,http://60.13.52.236:65500/newlive/live/hls/36/live.m3u8$576p
云南卫视,http://60.13.52.236:65500/newlive/live/hls/43/live.m3u8$576p
云南卫视,http://183.249.78.44:10800/newlive/live/hls/34/live.m3u8$576p
云南卫视,http://221.226.51.220:50081/newlive/live/hls/33/live.m3u8$1080p
广西卫视,http://219.147.245.238:25380/newlive/live/hls/38/live.m3u8$576p
广西卫视,http://221.226.51.220:50081/newlive/live/hls/25/live.m3u8$1080p
广西卫视,http://60.13.52.236:65500/newlive/live/hls/42/live.m3u8$576p
黑龙江卫视,http://221.226.51.220:50081/newlive/live/hls/31/live.m3u8$1080p
黑龙江卫视,http://60.13.52.236:65500/newlive/live/hls/25/live.m3u8$576p
黑龙江卫视,http://61.162.52.6:8088/newlive/live/hls/31/live.m3u8$1080p
